essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,domain2_score,rater1_trait1,rater1_trait2,rater1_trait3,rater1_trait4,rater1_trait5,rater1_trait6,rater2_trait1,rater2_trait2,rater2_trait3,rater2_trait4,rater2_trait5,rater2_trait6,rater3_trait1,rater3_trait2,rater3_trait3,rater3_trait4,rater3_trait5,rater3_trait6,comments
6917,3,"In the essay “Rough road ahead: do not exeed posted speed limit,” the author is continually depressed, by the features of the landscape he passes. At first he passes a ghost town, but because he has enough water, this sight doesn’t bothe him. But the next thing he sees is a rundown old shed and a “rusted water pump,” and this troubles him because he is running out of water. Then he sees a huge snake which does not help his mood, because the snake is blocking his path then he passes an abandoned Welch’s Grape Juice factory and despairs that he will never find water. The setting its features serve to dissappoint depress the cyclist in his quest to find water.",3,2,,3,,,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY2"
15027,6,"One of the obstacles that the builders of the Empire State Building faced was that the construction of the mooring mast would add stress to the building due to its height. The architects, however, were able to design a special type of stainless steel that would be illuminated from the inside and provide support. Another obstacle was that the dirigibles used hydrogen instead of helium, and having such an airship with flammable gas nearby civilization was considered unreasonable. Thus, a law was passed that forbid the transportation of dirigibles close to the public. Nature was also against the architects, and so posed a safety hazard when high-speed winds attempted to @CAPS1 the dirigibles from the sky while being weighed down with lead weights. In the end, the mooring mast on the Empire State Building was never used due to these issues.",3,3,,3,,,,,,,,,,,,,,,,,,,,,"ID1,ORG1,STY1"
1407,1,"Dear @CAPS1, Computers are a great invention! They allow you to do so many different things. They have alot of positive effects on people. Computers deal with all sorts of things, from hand-eye cordination, learning about faraway places and people, to talking online with anyone. Come on in to the wonderful world of computers. Computers have a super positive effect on people. They help teach hand eye cordination. You can look at the screen without having to look down at your hand to move the mouse. You can see where it's going just by looking at the screen. Doing this helps everyday skills like playing sports. If you can use your eyes and your hands at a you can hit a baseball or even. Computers teach hand eye cordination by being able to do two things at. Would it be amazing if you could just find a recipe go to? Well, you You could simple A computer helps people different things. It's also easy different culture, people, and places. Let's say you @CAPS2 and you. A computer gives you any learn something. Computers and almost everyday. They give you @CAPS3 instance, @CAPS4 is a great way to talk to people. You can chat with people typing. Further sites like @CAPS5, @CAPS6 or @CAPS7 where you have you own page post your own opinions. You also have friends page to see how you are doing. These sites give people a chance to find with old friends. Webcam is becoming a huge sensation! Sites like or skype let you see and talk to the other person. They allow you to talk to people that you @MONTH1 and feel that they are there with you. Computers benefit people all over the world. but that doesnt. Computers help people physically by being able to learn new things, and with being able to computers arent taking over are only helping them.",5,5,,10,,,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY2"
15709,6,"The builders of the Empire State Building faced many obstacles in attempt to allow dirigibles to dock at the Building. One of the greatest reasons was saftey, most dirigibles outside the United States used hydrogen rather than helium. Hydrogen is also highly flammable. Another obstacle that arose was nature, the winds on top of the building were constantly shifting due to violent air currents. If the dirigible were tethered to the mooring mast, the back of the ship would sway violently with the wind. Other dirigibles moored in open fields added lead wights on the back of them so they could not move. But there is no where for those weights to be attached to at the top of the Empire State Building. A practical reason why dirigibles could not moor at the Empire State Building was an existing law against airships flying too low over urban areas. This law made it illegal for a ship to ever tie up to the building. Builders of the Empire State Building faced many obstacles in attempt to moor a dirigible",4,4,,4,,,,,,,,,,,,,,,,,,,,,"ID1,ORG2,STY1"
18019,7,"One day I had to wait about @NUM1 hours which seemed like a year, but I didn’t complain. I sat in the doctors office waiting to get called, I sat there and waited with my mom. I sat and read a magazine while my mom terted her freind. About three people got called in fourty- five minutes. But I sat and looked at the magazine. They called a kid who’s name was @PERSON1, and I thought it was me because my names @PERSON2. I finished my magazine and went on to the next one. I thought I would like it because it had war on the front of the cover, but its just a cover nothing cool inside except a floating tranlula trick. About one hour passed and only five people were called. I finnally finished all the magazines and I was bored. I watched people get called and called finnally there were only my mom and I and another group, and of course they got called before us. It was about three hours till we were called, and when we did we had to wait even longer because they had technical difficulties with there machines. When we did get in we had to wait a half and hour for the doctor. But we got in, he made my knee twitch and then made me hop on one foot, why I don’t know. But he did the regular put the thing that goes in my ear and the thermometer that goes on my tongue. But we finnally got out and went home. My mom asked me how could I be that patient, and I said, “I have not a clue”.",12,8,,20,,,3.0,3.0,3.0,3.0,,,2.0,2.0,2.0,2.0,,,,,,,,,"ID2,ORG2,STY2"
15233,6,"Based on the excerpt, The Mooring Mast, the building of the Empire State Building had many obstacles the builders had to overcome. Some practical obstacles in building this landmark was the law against airships flying low, the complete dirigible mooring equipment wasn't installed, and greatest obstacle of all was nature surrounding the Empire State Building.The first obstacle builders had to overcome is the law against airships flying too low over urban areas. The problem with flying too low is the dirigibles couldn't even try to attempt to reach the building. In December 1930, one dirigable approached the mast, but couldn't get close enough fearing the forceful winds would cause it to run into the sharp spires. As if that wasn't a problem, the dirigible mooring equipment wasn't even installed which meant the newspapers being delivered would have to be caught by dangling ropes from the dirigable, which could get tiring. The greatest obstacle of all was nature. Winds at the top of the building were really strong due to the violent wind currents, which could cause the dirigable to keep moving, even when tied up to the mast.Overall, the nature of weather was the huge obstacle.",3,3,,3,,,,,,,,,,,,,,,,,,,,,"ID1,ORG2,STY1"
6884,3,"The features in the setting of the essay affected the author greatly. The Hills, on a hot day, with no water, or nearby town is really rough, expecially if you’ve been riding for more than @NUM1 miles. The environment of the hot June weather near a dessert area can cause serious problems, for example heat stroke and since he had no water to drink dehydration caused a lot of fear in the author. The setting of the essay and the conditions the author were under were extreamly dangerous and hes lucky he made it out alive.",2,2,,2,,,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY2"
1012,1,"Dear local newspaper writer, I'm writting to talk to you about the use of computers. I think computers benifit our comunties a lot. I feel this way because it can warn us about a natural disaster. It teaches us about everything & everything. Last we get to talk to people online In these next paragraphs ill share my thoughts about this topic to you. My first reason is natural disasters. Computers always warn us about them. For example when hurricane katrina hit computers were able to see that on their. Many people was able to flee the city before that happened. States shows @PERCENT1 of the natural disasters computer classified them. Computers saves people live eaach & every. Another example is with the earthquakes that recently happened in @LOCATION1. Computers informed many people about them. Those were my reasons how computers warn us about natural disasters. My second reason why I say computers benifit us is because it teaches us about everything & anything we learn about faraway places, new word & things that is happening in our own country. For example I had to research a person my project & all I dis was type in his name & pages full of information popped. You will be amazal how much information the computer has. Comuter has everything you need on as person & so much more. this is my second reason why computers are helpful. My last reason we get to talk online. Now the has its pros & cons. Talking online is very fun. I mean you in many website, myspace, facebook, twitter. Its never ending. People can talk to old friends, family anybody really. But many people have to be careful cause their creeps out ther. Like say you can't meet up with you friend you can @ORGANIZATION1 or ooVoo (webcame) them. The computer is you friend. So you might as well make good use with it. This is my last reason now the computer can benifit you. In conclusion I think the computer makes the world that much easier. My reason why you ask. It warns us about, natural disaster. It teaches us everything & anything. Last up can talk online.",5,4,,9,,,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY2"
9523,4,"In the concluding statement Saeng states that “when they come back In the spring, when the snows melt and the geese return and this hibiscus is budding, then I will take the test again.” The author concludes the story with this passage because she is using the hibiscus as an example of survival. The hibiscus isfrom another place like her, and she is using it to represent her well being in the new place. In a way she is saying , If the hibiscus survives this winter, than so will I. I believe she uses this as a conclusion to depict her unsure nature towards her new home.",2,3,,3,,,,,,,,,,,,,,,,,,,,,"ID1,ORG2,STY2"
7409,3,"The features of the setting affect the cyclist because someone travelling a good distance in California during June will be hot. If the cyclist doesn’t have enough water to supply himself for if he gets lost then the features of the setting are very crucial. Not having enough water can cause someone to dehydrate, which does happen to the cyclist in the essay. “I eased past, trying to keep my balance in my dehydrated state. “This statement proves that the cyclist wasn’t a good state to be lost when the sun is blazing down on him. Also, when you are dehydrated and tired you @MONTH1 start to see things that aren’t there, but you want to see those things. “ I wiped the sweat from my eyes to make sure it wasn’t a mirage, and tried not to get too excited. “It was a good decision that the cyclist didn’t get his hopes up about a building that might not be there overall, features of a setting for a cyclist can cause anything to happen, so be careful.",2,2,,2,,,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY2"
1426,1,"To whom it @MONTH1 concern, The @NUM1's ware the beginning of a new age, computers had just come out and were mezmericing people with its intelet. But now more and more people think it’s a waste of time. I for do want think this within these lives you will see my opinion take shape for the following reasons it's an information high lets artists expand their craft and engenirs are now able to plan buildings and bridges on their @CAPS1 to the internet student's and people are of knowledge each day the internet is essenicial to people writting an essay in fact the super intendent of schools in @LOCATION1 has stated that over @PERCENT1 of students will use the internet to help them write an essay. We also don't have to go to the library any were to do research because we have a whole library of information at our house (the computer) another thing is that people are now able to communicate all over the world which will allow us to learn about other staight from the source. Artists are now able to do things were now a new art form of video games has out artists do you like to express yourself do! Music mixing has became my and it is over the will sometimes add additional and lapse other tracks it they don't have to use a typing machine any just jump on the computer type a keyboard. You can use spell check and edit undo instead of having to throw away idea that you didn't like. Artists have been by computers, And lastly are how able to plan out how a building or bridge might look, (which also with the video game making) @CAPS2 can make the house of their when you plan buildings and bridges on computer you can which makes them stronger, before you even start building them with the new soft ware available today how certain structural under natural disasters so they can pick the has the abillity of becoming have way. I hope you can see using way eyes and agree that computers are thely an amazing they that lets got information also help",5,5,,10,,,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY3"
3812,2,"If I think that something is offensive then yes, it should be removed from the bookshelves. The library is a place for everyone and not just one type of people. If something offended you then u wouldnt want someone else of the same race, religion, or family to read it and be offended. Yes, we have freedom of speech and can say anything we want, but i think it should only go so far and then should be stopped.     Someone can only take so much and then when they reach that point nothing turns out any good. If somebody were to write about the blacks and saying they are all dumb just because they are black, then the blacks would notjust stand around and do nothing. After u call someone names or pick one them so much it scars them for life and it could hurt their whole communication skills for the rest of their life. Not everyone but some even take it so far as hurting themself or others.     So if i seen a book on the bookshelves of the public library that offended me then yes, i would want it to be removed so it doesnt offend anybody else. I dont think that hurting someones feelings is worth messing up their whole life or causing them to hurt themself.     If something hurt u or offended u would u just let it happen or would u use the rights that we are given and try to make it right and not hurt anyone else? Would you want somneone writing about u in a mean way? You would probly try to make it right. If you could fix something and didnt just because you didnt feel like it and it continued to offendother people then not only is it the persons fault that wrote it but i could see it kinda being your fault for letting that person still burt people.",3,4,,3,3.0,3.0,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY2"
6877,3,"In the story “Rough Road Ahead Do Not Exceed Posted Speed” by @PERSON1 the settings of the story effects the rider in manyways. The first and most obvious is the temperature, it is hot, therefore the rider is hot and becoming dehydrated making him thirsty. A second way the setting affects the rider is the fact that nothing is around him. Since nothing is around him there is no where for him to get water adding to the affect of dehydration making him more thiristy. The rider says “One ran shacle shed, sevral rusty pumps, and the corral that couldn’t hold the lamestmal egreeted me. ''This statement from the author support the factt that nothing is around. Onemore feature of the setting that affected the rider was the hills. The hills made the rider tired requiring more pedalind and wearing him out, the setting features had agreat afect on the rider from heat and dehydration to hills and energy. onething that the setting didnt have was a positive affected on the rider.",2,2,,2,,,,,,,,,,,,,,,,,,,,,"ID1,ORG2,STY2"
3693,2,"I understand how some people @MONTH1 get offended by some things they @MONTH1 watch or they might read but that doesn't mean that other people shouldn't be able to know about it because one person doesn't like it. It's kind of a matter of opinion of whether it is offensive or not.      I myself have never really read or watched anything that was completely uncalled for. On just about every movie or music album that is produced they rate it so that you can know who should be watching this movie and who shouldn't. If the movie was made with somekind of offensive parts to it then they put with the rating that yes, their is some rude language and things like that. So just because somebody didn't read close enough to see that their might be something they don't like in the movie shouldn't cause everyone else to not be able to see that particular movie.     Personally I don't find books to be the greatest things but I am sure of that some books or magazines do tend to have something rude or crude in them but it's not always horrible. If someone thinks that the book @MONTH1 be inapproiate for some readers then they could tell a person in charge in the library that maybe they should only be letting certain people be reading that book because of the content. You shouldn't have to throw a book off a shelf because one or two people thought bad about it.     If it was me choosing whether or not to take movies, books, magazines, etc off of the shelfs I wouldn't. I say this because @PERCENT1 of the time things have been rated or in someway approved to be put on general store shelfs. People can simply read details on the back and see that it's not going to bother them in a way or that it could be offensive and they shouldn't be purchasing. If someone complained about a new cd or movie that I personally wanted to see or listen to and it was taken off shelfs I would be upset about it because it probley wouldn't even offened me at all. So no, i completely disagree with the idea of movies or books and music having to stop sales because two or three people were offended by it's content",3,4,,3,3.0,3.0,,,,,,,,,,,,,,,,,,,"ID1,ORG1,STY1"
4562,2,"Censorship in libraries has been an issue among communities for as long as literature has been around. As expressed by Katherine Paterson, if one has the right to remove a book from the shelf that he or she deems unexceptable, then everyone has the right to remove books that he or she deem unexceptable. Everyone has an individual view of what is unexceptable, so that @MONTH1 leave no book to be left on the shelf. In saying this, if the government censors materials such as books, music, movies, and magazines, there is nothing to keep them from banning all that is there. There is bound to be someone that wants a certain thing to be censored, but the government @MONTH1 not see it a something to be censored. This brings up another question, what deems something unexceptable to be viewed? In my mind, this is a matter of opinion, so should we leave something like this in the government's hands to decide upon? I do not believe that books, music, movies, or magazines should ever be censored. It is the choice of the individual to read, listen, or watch a certain material.      The government's opinion of whether something should be censored or not has changed over time. The novel, 'The @CAPS1 of @ORGANIZATION1' was onced censored and banned by the government for it contained language and scenes that were viewed as inappropriate for readers. If this work were to remain banned, this canon of american culture, the effect that it had on american literature to this day would have been lost.      I see literature as another form of art. Art should never be censored, for the lack of it will halt all developments in our society. Artists are ones to take risks and so are writers. If people were not allowed to take risks, what would become of our society? Developments that have been made by researchers, inventors, artists, and writers were once possibly deemed as risk. Should we have censored them?     Another instance under which censorship had had a negative affect on society and culture was during the @CAPS2 regime. Music, books, art, movies, everything was censored or banned under @CAPS3's rule. A whole generation was lost under his power, for they were deemed enexceptable just because he did not like them. Now, should we put the power of picking what is unexceptable into the hands of one group of people? Whole generations of books, music, etc. could be at stake under such principles. There should be no reason that we are not allowed to see, read, or listen to whatever we would like to as a nation.      The government, with the ability to censor libraries, can hinder our exposure to ideas unknown to us. Lack of exposure is the cause of a society's ignorance of the world around it. Who will stop the government from censoring what could be the next major masterpiece in literature? Nothing stopped them from banning 'The @CAPS1 of @ORGANIZATION1,' so is there limit? This is the question one has to ask themselves, to keep the government from potentially cutting the nation off from future masterpieces.",5,5,,5,4.0,4.0,,,,,,,,,,,,,,,,,,,"ID1,ORG1,STY2"
6493,3,"There were many features in the setting of this bike race that affected the cyclist. It stated, “flat road was replaced by short, rolling hills” (Kurmaskie @NUM1). The cyclist was  pedaling fine until these big hills came into affect and his energy was running lower as he went along. Also it stated,” At some point tumbleweeds crossed my path and a ridiculously large snake” (Kurmaskie @NUM2). This debris and snake made him stop because he got scared and slowed him down. There was a lot of features in the setting that made the cyclist affected to slow him down and lose energy.",2,2,,2,,,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY2"
21298,8,"  One stormy winter night my girlfriend and I wanted to go to dinner, so we did. When we got there the restaurant was almost full so we got a table fast. While waiting for food we started talking about our friends and having a good time. I then said something really mean about someone she knew and did not know it. She got really upset and stormed out of the place leaving me alone. I finally got up and went home after paying to bill for the food I did not eat.  The next mourning I got up and started cleaning up the house, mowing the yard and doing all my chores. She came over to my house and apologized for what she did, so I apologized for saying something mean about one of her friends. I told her that I will call her after my chores where done and go out for lunch. Finally I finished the chores, took a shower, and got dressed. I then called her and told her to meet me at the restaurant of her choice.   About an hour later she shows up finds me waiting for at the table farthest from the door. She then sat down and asked if I was going to be mean again. I said that I will be nice and considerate today and not be mean. I then proceeded to tell her about a funny memory. She laughed and tell told me one. This went on until we left. Up until she broke up with me for my friend, laughter was to one thing that held us together.",15,15,,30,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,"ID2,ORG2,STY2"
9666,4,"The author concludes the story with this paragraph because everything in the story will repeat such as the season changes and you will not be able to plant nor grow in the winter. For example she talked about how the plants are nothing like her home, but she has to adapt to the fact she’s not home, & adjust to her environment. I say this because if she doesnt she will just be an unhappen person worrying about where she came from.",1,1,,1,,,,,,,,,,,,,,,,,,,,,"ID3,ORG3,STY2"
916,1,"Dear @LOCATION2, @CAPS1's the dillemant @CAPS2 that people are supporting computer technology and others are not. I firmly believe that having computers generally has a positive effect. This is because many jobs are using them everyday and it is very efficiant for them. Also, having computers allows people to connect with other people, edit things that other technology cannot, and play fun games, @CAPS3 effect that computers have is educational websites; games, and articals. This helps many kids find a good education and adults find a comfortable and happy job. Primarily. computers have a positive effect on people because jobs are using them frequently. Jobs such as @ORGANIZATION1 and any type of police work provide sarely for people all around the united states and other parts of the world. My father always told me, ""Computers save people everyday"". Even schools use computers! They provide educational information about the students in schools, and my school, @LOCATION1 school, uses them quite often. For example, I see my teacherm. Mr, @CAPS4 his computer every single movning in homeroom. Nearly @PERCENT1 of all jobs involve a computer by storing information or any other purposed fealuired. Would you want all those people to lose ther job because of their skills and techniques towards computer technology? I know I wouldn't, @CAPS5 keep in mind computers provide a safe and healthy life for many people. In addition, computers have a positive effect on people because they can do many things that nothing else can do. This is things like staying in town with someone far away, or editing photos. Even playing a game on the computer could ne relaxing to almost anyone. @CAPS6 is an example of keeping in town with someone else. For me, @CAPS6 is a life-saver. It allowed me to talk to my brother white he was at his chaotic college. In fact, nearly @PERCENT2 of people have an account on a computer of a public website live @CAPS7, @CAPS6, or @CAPS9. Computers keep photos saved that can be edited and even just saved to be admired. I don't want my pictures and my @CAPS6 deleted because nothing else competes with the mighty computer since it me have an enjoyable time and entertains me well. Thirdly, computers have a positive effect on people because they give aduts and kids tree access to education. I remenber my old elementery school used to play many amusing math games. These were @CAPS5 my education grew greatly dae to this game. Games as these are used frecquently thoughout the world. In addition jobs have been lost from this had economy. However, jobs we hering found more and more everyday from adults trying to find a decent job online. Computer saved people from losing their house because of the money they made with the help of computers, computers are a good idea To conclude. I imploor you that computer technology has a strong positive effect on people. Computers are like a pencil to a student. for they are very important. Jobs use them everyday, connections are made by people, and education grows because of them. That's why the technology or computers effects people in a good way.",6,5,,11,,,,,,,,,,,,,,,,,,,,,"ID1,ORG2,STY2"
9532,4,The Author concludes this story With the @CAPS1 paragraph to emphasize the story and make it seem more interesting as to make the reader want the story to keep going on to find out what happens next.,1,1,,1,,,,,,,,,,,,,,,,,,,,,"ID3,ORG3,STY1"
4613,2,"To the newspaper edits,Should books, music, movies, magzines, and other reading materials, be removed if the materials are view to be offensive?     I do not think that is a good idea. Reasons why is that just like what @PERSON1 an Author (in the last sentence) said if we remove books from shelfs there will be 'no more books for any of us to read'. That is true because I am sure there are lotts of books that @MONTH1 be offensive to people but maybe the readers who get offensive do not understand the materials that they read. For example the topic of liking the same gender has become a problem, maybe the reader who gets offensived about those types of topics just do not understand it or @MONTH1 not get it.      An other reason why could be because we are in america, and the last time I checked we have the free will to write and talk about what we want to talk or write about. Its fair to say that because well, it is true we has people of the @CAPS1 @CAPS2 just have the 'right' to say what they want to say or what is on their mind. And just because the topic of the reading material offensives them does not mean you can take away the writers material. Doing that is like putting duck tape on the writers mouth. If the reader has the right to say what in on your mind then what is the maining of being free to write what you wish to write. If you can see where I am coming from it takes a lott not to talk to a teacher or someone in a highter postition from the reader, about something you do not understand and they tell you 'you can not ask me that' or 'do not say a thing to me' it is the same if you remove the book from the writer.     Other reasons why to say no to removing the reading material could be because has humans we always are willing to learn something new, by @CAPS3. When a person reads they always learn something new. It could be a new event, a place unknown, grammer, the diffrent styles of writing, or know more about the topic. @CAPS3 in books, music, movies, and magazines is a good way to learn new things it is fun and what is better then @CAPS3 something fun? can not think of anything? well it is because @CAPS3 has a big role in our lives.     Another reason why not to remove the reading materials is because it @MONTH1 make other reads feel like they are not alone. Like a true story about a break up, of a family or a relationship. Or it could be a story base on something that happening to the writer like about a death of a loved @CAPS5 and how to deal with it. Just picture it two @CAPS4 girls, @CAPS5 is mad at herself  and at the world and hates a tape about angles. While the other @CAPS4 girl just lost her grandmother and listening to the tape about angles makes her feel together or whole, knowing that her loved @CAPS5 is in a good place. Now think about it the second girl would start to be like the first girl sad, alone, or leaved out. When you take away a material like a small tape from the librarie's shelf you take away a feeling with it not only from the writer but from the reader's too.     Finally the last reason why not to remove the materials from the shelfs is because if you remove the material from the shelf it is likly that the topic is still there. It could be on the radio, on the internet, on the @ORGANIZATION1 and what can you do delete all of that? it is not reality. And if that could even happening which is unlikly that it would people can still talk. And there is nothing that can stop people from talking. 'you can lock a bird in a cage but it still wants to fly away' or 'you can tell a cat or a dog not to run away but when you turn away it is gone' this are explambles of what I am trying to say, you can try to remove books, music, magazines, but the topic you dont like is still out there.     I understand that reading some materials @MONTH1 offend you but its better to just turn your head around and move on.The reader @MONTH1 not like the topic but others would and thats always good to think about. And maybe the problem is that the reader does not get the topic then maybe you should read it to learn from it, and to give it a chance you @MONTH1 end up likeing it or understanding it better. Books, music, movies, magazines there is a reason why they are out there and it could teach you something new so why not  learn it.",3,4,,3,3.0,3.0,,,,,,,,,,,,,,,,,,,"ID2,ORG2,STY3"
18737,7,Patience I understand is the and tolerant patient people experience difficulty with ??? Today wy will mean were patience his ?? US today. ?? with a ?? tim ??? samh is and infront today she is ??? doing the ??. But she ?? an ho). ur ??. ?? she ???(@CAPS1,8,7,,15,,,2.0,2.0,2.0,2.0,,,2.0,2.0,2.0,1.0,,,,,,,,,"ID3,ORG3,STY3"
1688,1,"Dear Local newspaper, I have concerned because lately a lot of people have been using computers alot. My concern is that they haven't been exercising much, they arent enjoy nature and they aren't spending much time with their family. This is not a posiitve way for their life. In my opinion excercising is a very, very, very important thing to do. This is because you need to mantain a healthy diet to stay healthy and you need to excersise. Some people I know don't exercise and they are either overweight or not healthy. People are ""busy"", as they say, uisng the computer to do all there work because they just don't like using the old fashion way, which is going to your job and doing your work. Everything is different now and people have become lazyier than ever before. Would people be lazy, if computers weren't around? Of course they wouldn't be. They would have a happy healthy life. Now-a-days, people don't go out and explore the world much they just go online and nthey search a place up on a google. They don't see the real thing though. they see pictures and everybody knows that seeing the real thing is way, way better than looking at a picture. But i guess everyone forgot about that. Computers have everything online, no wonder poeple don't want to leave their homes and if they do leave, don""t worry they have a laptop with them. Computers are even portable go wherever they go their still going to go online. Poeple have also spent less time with family because they could talk to them online in a s chat room. This isn't a good thing because what if you were talking to your ""mother"", well at least you think is your mother but is someone else and your talking about your, I didn't know, something private and that person on the other computer, ""your mother"", will know about that and can cause problems with you. You know waht I mean? Like if you were talking about your credit card and that person asked you for your credit card number and you gave it to them then they could cause problems. Online isn;t a safe place, thats why you should talk in person not on a chat room. Well I hope that you put my letter in the newspaper for people could exercise, see the nature and be with family, like they were when they didn't have computers around.",4,4,,8,,,,,,,,,,,,,,,,,,,,,"ID1,ORG1,STY2"
12299,5,"The mood in this memoir ranges from happiness to love. One type of mood in this story is uplifting hapiness. You can see that because throughout the story there is so much positivity and warmth. It is almost contagious how the author tells the story of his cherished years of childhood which is made up of hapiness. One example is, ""Here, the innocence of childhood, the congregation of family and friends, and endless celebrations that encompassed both, formed the backdrop to life in our warm home."" This quote emphasizes the hapiness and uplifting cheer from the authors endless childhood of home. Another mood this memoir gives is gratefulness and gratitude to the authors family and home. For example, ""I will always be grateful to my parents for their love and sacrifice."" This quote shows that the author can only give thanks to his loving parents who did everything to insure a great life. The author grew up loving his home filled with culture and family. A third mood in this memoir is compassion and dedication. This memoir shows that because even with moving to a new country with new people the family still keeps his childhood filled with culture of who they are. They don't hide it because of their struggles and hardships or anything. An example of compassion and dedication is, ""in our neighborhood, despite customs elsewhere, all of these cultures came together in great solidarity and friendship."" This quote shows that they keep constant custom of their cultures warmth and detiration. Nothing has stopped them from living life how they chose.",4,4,,4,,,,,,,,,,,,,,,,,,,,,"ID1,ORG1,STY1"
9282,4,"I feel the author concludes the story with the paragraph to show that Saeng found some sense of relief with the flower. It also show that Saeng wasnt going to give up and she was going to keep trying. At first she was sad and upset but when she saw the flower that reminded her of home, she became happy and didn’t feel so bad about failing the test. The flower had a deep impact on her cause it reminded of home and when she started thinking about her grandmother she became a little sad, but then she thought about the flower and how much it meant to her, she felt comfort from the flower. I feel the concludes the story in good positive way.",2,1,,2,,,,,,,,,,,,,,,,,,,,,"ID1,ORG2,STY1"
12112,5,"The mood created by the author in the memoir is very sad, loving, caring. @CAPS2 @NUM1 states ""I will always be grateful to my parents for their love and sacrifice; I've often told them that what they did was a much more courageous thing then I could of ever done."" @CAPS1 he is very respectful to his parents, thanks them for making a great life for him. Also in @CAPS2 @NUM1 states ""They showned me with their lives, and these teachings have been the basis of my life."" @CAPS1 whatever occurs you always go back to your roots. And how important family, and friends are. The real @CAPS1 of ""family"" through this kids eyes.",4,4,,4,,,,,,,,,,,,,,,,,,,,,"ID1,ORG2,STY1"
7595,3,I think that the features of the setting affected the cyclist in many ways. For example he talks about things that he had to endure while he was riding. For example he had no water so he was parched. There was a huge snake that took up half of the road and there wasn’t a building in sight. So the setting affected him with doubt but he had confidence of getting where he needed to get then when he got there it was a sign of relif. Thats how the setting affected was.,1,2,,2,,,,,,,,,,,,,,,,,,,,,"ID2,ORG3,STY3"
9928,4,"The author includes the paragraph, ""when they come back...then I will take that test again,"" to show that hibiscus is a symbol of time. Saeng uses the hibiscus to measure the amount of time there will be until she takes her test again.  The hibiscus also symbolizes the power to get through struggling (stay strong). Saeng had trouble with her test, but the hibiscus is there to help push her through it to prepare her for the next test. The hibiscus also helps Saeng's mother push through her hard time of seeing her daughter sad from not succeeding on the test. The plant helps the mother try and stay positive and it also helps the mother by trying to do the right thing for her daughter. In the story. the mother decides to plant the hibiscus in the garden to make her daughter happy. The hibiscus shows strong symbolism and it helps Saeng and her mother stay strong through out their struggles. ",3,2,,3,,,,,,,,,,,,,,,,,,,,,"ID2,ORG1,STY1"
15057,6,"During the @DATE1's technology and engineering wasn't quite as advanced. So it's safe to say builders of the Empire State Building had so obstacles. One of them were, how were they going to dock the dirigible safely and keep them stable, they had know idea. They did have the knowledge or technology to do such a thing back then.",1,0,,1,,,,,,,,,,,,,,,,,,,,,"ID2,ORG3,STY2"
13483,5,"In the story ""Narciso Rodriguez"" written by The @CAPS1 @CAPS2 of our lives, the mood in the memior is emotional & loving. In this story the @CAPS3 talks about how his Parents are immagrents. How his Parents we're nice enough to let people stay in thier home & how the let people w/ them",2,1,,2,,,,,,,,,,,,,,,,,,,,,"ID2,ORG3,STY3"
10170,4,I think the author concludes the story with that paragraph because she is giving herself hope on passing her test. The hibiscus will have started sprouting and the will give her the strength to take the test again and hopeful pass it all because of the winter hibiscus reminded her of home.,2,1,,2,,,,,,,,,,,,,,,,,,,,,"ID2,ORG3,STY1"
7254,3,I think features affect the cyclist because when you write a bycles you need to con,1,1,,1,,,,,,,,,,,,,,,,,,,,,"ID3,ORG3,STY3"
11884,5,"Heartwarming. That is the mood that Narciso Rodriguez creates in his memior Home: The Blueprints of Our lives. Narciso talks of the passionate cuban culture, his welcoming home, and his caring and selfless parents.Narciso starts out the story, describing his home. He explains that it was filled with cuban culture. Food music and all. Narcisco states in paragraph @NUM1 ""My parents both shared a love of cooking duties and unwittingly passed on to me their rich culinary skills and a love of cooking that is still with me today (and for which I am externally grateful). Passionate Cuban music (which I adore to this day) filled the air, mixing with the aromas of the kitchen."" That description allows the reader to picture the warm culture of his childhood home.Then, Narciso explains that his home was always open to friends family and neighbors. He explains that they were all united because the country was filled with racism. To overcome that, they needed to stick together. Narciso states in paragraph @NUM2 ""My parents always kept their arms and their door open to the money people we considered family, knowing they would do the same for us."" That just invites the reader in.Last, Narciso explains his gratitude he has towards his parents. He states in paragraph @NUM3 ""I will always be grateful to my parents for their love and sacrific. I've often told them that what they did was a much more corageous thing that I could have ever done."" His gratitude and love towards his parents just warms the readers heart...Narciso Rodriguez truely and honestly creates a heartwarming mood in his memoir Home: The Blueprints of Our lives. @MONTH1 his message be carried on for centuries.",4,4,,4,,,,,,,,,,,,,,,,,,,,,"ID1,ORG2,STY2"
